id,lat,lon,brand
563266345,47.217409,7.7560457,Esso
563266349,47.2564785,7.8199406,Avia
563266368,47.3500616,8.0006818,Avia
563266401,47.368858,8.0004404,Avia
566182962,47.2552871,8.6122837,SOCAR
567263410,47.6501137,8.866002,Eni
572456939,47.4209538,8.5025926,Shell
573368452,47.4917485,8.2205044,Shell
574847059,47.3514155,7.764044,Rudi Rüssel
575172150,47.2886872,8.5740582,Coop
578221549,47.3403588,8.5193947,Socar
582575103,47.2950949,8.2361211,Socar
582823240,46.1708527,6.1223264,Tamoil
583411720,47.3298119,8.0304155,Socar
584797716,47.5560512,7.5816624,Rudi Rüssel
589783503,46.3053703,6.9080525,Migrol
597414574,47.3024491,8.5463033,Avia
597703746,47.1772081,8.1098891,Tamoil
598161461,47.0342921,8.2865514,Avia
599261559,47.3389327,8.2737092,Socar
599765353,47.1866245,8.4753869,Coop
600158726,47.2603481,8.5935282,Shell
602689055,47.3504058,7.910048,Migrol
608491928,47.2466934,7.6098366,Avia
610438795,46.6176895,8.5659699,Hubrol
611057606,47.5114381,8.544193,Shell
611086591,47.5197883,8.5423099,Avia
612768908,47.1826527,8.5245412,Agrola
613344819,46.819515,7.15397,Tamoil
614591922,46.8205774,8.1779633,Avia
617311047,46.8539591,7.1910774,Shell
623257608,47.1661279,9.4675745,Socar
623260650,47.1726778,9.4839681,Avia
623872891,47.2518412,8.7676795,Agrola
632362719,47.1872704,8.8612567,Agrola
634105867,46.2559094,7.5332595,Combustia
634456810,46.7204795,6.5411645,Agrola
634456823,46.722212,6.5446195,Avia
635764780,46.9374117,7.4415693,ewb
640061094,47.4684465,7.8625272,Tamoil
640061098,47.4700755,7.8689668,Avia
641086412,47.4699424,7.8658653,Tamoil
641252985,47.3695944,8.081721,Ruedi Rüssel
641289168,47.3318925,8.037322,Agrola
643000482,46.772668,7.6309935,Agrola
654084765,47.2914,9.0896,BP
654507963,46.753959,9.1165265,Agrola
655163017,47.4555183,9.0489562,Shell
658588675,47.0421896,7.3870043,Avia
658952529,47.4559946,7.6037836,Eni
661493618,46.9591371,10.3970489,Shell
662858693,47.2296259,7.5677965,Avia
665533327,47.616476,8.2037838,Agrola
666391084,47.1376627,8.5800107,BP
667277732,47.364319,7.9292335,Agrola
667278164,47.3641973,7.9361357,AVIA
668845217,47.5695474,8.9180358,Avia
679057788,47.1766437,8.1091655,SOCAR
686939916,45.8503364,8.9820098,BP
686939964,46.5697433,9.3685645,Shell
687012474,46.6203672,10.4458336,Socar
687534736,47.4641994,8.3302925,Ruedi Rüssel
687752291,46.9254847,7.5646568,Shell
689203211,47.5634357,7.8271809,AGROLA
696657243,46.798762,7.1307287,Avia
698881444,47.4835208,8.2857586,Independent
698881600,47.4824992,8.2788868,Shell
701550963,46.4638514,9.1873904,SOCAR
701652156,45.850212,8.9849412,BP
704348032,46.9439545,7.4207435,BP
705005322,47.5149857,8.9362629,Agrola
713981283,46.8381654,8.1870503,BMC;Bixs
726850050,47.3551895,8.3499524,Coop
732108642,46.8845236,10.4641899,BP
732108654,46.6278306,10.3324512,Eni
734869663,46.9469734,7.4182628,Avia
745958693,47.4428573,9.3951879,BP
746707073,46.1054133,7.083754,Agip
746737260,47.334353,9.4039821,BP
747389413,47.3107279,9.4354068,Agrola
758437538,47.5714501,8.2482578,BP
759831992,47.4721147,8.9238617,Avia
767892667,47.1654451,7.7960546,Agrola
769056366,46.8944924,7.1696969,Migrol
771144383,47.4541087,9.3998191,Migrol
771221358,47.0343431,8.2647634,Migrol
771363263,47.4184706,8.5468061,Independent
775345890,47.3226321,8.5781558,BP
775938665,47.3857365,8.4936574,BP
776975625,47.2747939,8.8257725,Agrola
778541365,46.4313407,8.9659581,Avia
783958365,47.3148522,9.0839457,Agrola
795605999,47.302478,7.932476,Avia
805122639,46.1765197,8.8220392,Tamoil
805177092,46.1783379,8.8167142,Eni
805177111,46.167665,8.7785161,Eni
806387974,46.1636698,8.7738914,Tamoil
806388027,46.1643349,8.7739825,Eni
812858865,47.1433173,7.7929114,Agrola
820927325,46.8479976,7.2437245,Avia
820927341,46.8865231,7.3087339,Avia
829492817,46.6896573,9.5619857,Migrol
834687489,46.8269841,6.4966911,Tamoil
836191228,46.1079977,7.5008857,Jubin
836844286,46.7871603,7.5380925,Tamoil
836844290,46.8191539,7.3656794,Autofit
836868794,46.8090795,7.4770885,Migrol
838967717,46.1342583,8.9989364,BEBECO
848484172,46.6924705,6.7070341,Avia
851335831,46.1442467,8.8436058,BP
858928210,47.1095207,8.6780989,Avia
865160661,47.4350159,9.4018411,Shell
869304912,47.3240487,8.1978124,Ruedi Rüssel
870702643,46.2273378,6.0783459,Shell
870717790,46.2232129,6.0686818,BP
876403608,47.3171831,8.4168683,Avia
884923624,46.6607904,7.7272191,Auto Coach
886099076,46.3112002,7.6369072,Ruedi Rüssel
898008622,46.6999205,7.8886714,Migrol
898008646,46.6980921,7.8812511,Ruedi Rüssel
898008652,46.6777432,7.8509999,Oeltrans
898008653,46.6799973,7.8511245,Agrola
903623217,46.7309502,7.6272687,BP
905812406,46.7492023,8.0533548,Shell
913688031,46.205707,6.0990123,Tamoil
918635498,46.4710904,6.8404792,BP
919443818,47.234572,7.7744394,Agrola
921835954,46.7269758,8.1698578,BP
922262714,47.025087,7.7409944,Tamoil
925664468,46.8259466,7.3014958,Agrola
926307636,46.6560635,7.778569,oeltrans
926471432,46.6246116,7.6901237,Migrol
926942122,47.4049521,8.5497781,Avia
927182599,47.4482319,8.9264482,Agrola
928545561,46.7951961,9.8245072,Migrol
930927146,47.1043555,6.835598,Mini Prix
935187372,47.2224443,8.4983152,Agrola
935831675,47.4133069,8.5208931,Coop
935831690,47.4123963,8.5239096,Independent
935832538,47.4113884,8.5268978,Avia
936772253,46.9234431,7.4582926,Migrol
938274837,46.9701137,9.59507,Shell
941902425,47.5319017,7.6117662,Avia
948341016,47.0431779,7.5033202,Agrola
955760539,47.2809398,7.9339436,Avia
956494164,47.2501062,8.7798785,Avia
965867266,46.80824,7.4079068,Shell
965894250,47.3739415,8.0829356,BP
969251925,46.1896677,6.1317637,Shell
970843021,47.404558,8.5563801,Ruedi Rüssel
973614064,47.4864186,8.9087115,BP
973614249,47.4857643,8.9072876,Avia
988280430,47.1899979,7.5531406,SOCAR
989929488,46.7721039,7.1603525,Agrola
997576722,47.2586647,6.9998013,Tamoil
1005690808,47.0434102,7.0967427,Avia
1005732659,46.9960461,7.107865,Agrola
1005732665,47.0043418,7.114943,Ruedi Rüssel
1008617454,46.4754657,7.1345375,Tamoil
1008899786,47.0867916,7.5265435,Tamoil
1008973306,46.4707022,7.126161,Avia
1010474279,47.3664363,7.3587624,Shell
1033691216,47.4088158,9.2518229,BP
1038655555,47.5813824,8.213276,ecostop
1043570734,46.3611856,6.8782349,Avia
1043645162,46.2676321,6.2368022,Migrol
1043645236,46.2682679,6.2375161,Agip
1066532173,47.5457396,8.9648204,Agrola
1066847210,47.3940226,9.5886495,Agrola
1069757909,46.9775962,7.4211774,Ruedi Rüssel
1070743614,47.3419652,7.8642478,Coop Tankstelle
1077316888,47.1333266,8.1413176,Avia
1077316889,47.1364244,8.1359572,Agrola
1083458072,47.0513439,8.299039,BP
1088750855,46.9704417,9.5618015,Rudi Rüssel
1115940413,47.2684858,8.587297,Avia
1128241825,46.9288091,7.3823088,Shell
1135616539,46.2269845,7.3376598,Tamoil
1139545893,46.2717015,7.4022178,Combustia
1143341483,46.229762,7.8644199,Tamoil
1143341486,46.2470882,7.8767958,Shell
1143341489,46.2298288,7.8705632,BP
1148678388,46.9701528,8.4676767,Eni
1149570590,47.2560806,8.6015375,Scall
1152714854,46.7754523,9.2009215,Shell
1154421295,47.0679635,8.3154803,Coop
1167954322,45.8729659,8.9783802,SOCAR
1169057575,46.515254,8.667533,Eni
1171138347,47.0621935,8.2651449,Esso
1191627198,46.7542937,7.6274399,Shell
1209090865,46.1036115,7.0896036,Agip
1210602994,47.1918171,8.6447698,Agrola
1210603014,47.1899892,8.6459715,Avia
1228109353,47.511197,7.724108,Etzelpark
1237726505,47.6447869,9.1862367,Tamoil
1240203805,46.8868465,7.0489224,Agrola
1247814011,46.3341628,9.5367655,Agip - Eni
1258330247,47.4071384,8.5473271,Independent
1260264402,47.1675971,8.2470512,Agrola
1262550302,47.1829632,7.8778521,Ruedi Rüssel
1263586134,46.8325723,9.4451452,Ruedi Rüssel
1277433290,46.6662459,6.7998149,BP
1277577619,47.1236694,8.8977563,Oil!
1283828394,46.5193536,6.6403487,Shell
1298163197,47.4982443,7.016218,Shell
1305217859,47.5850081,9.0579538,BP
1305217876,47.5835169,9.0568047,BP
1309304726,46.1711513,7.8004331,Avia
1322341728,47.0265743,7.4438977,Coop
1323307013,47.1847601,8.0169191,Ruedi Rüssel
1325892702,46.2961047,6.1671598,Shell
1337143769,47.5580502,7.5741773,Shell
1338801659,47.3504527,7.9532825,Migrol
1339704369,47.0413744,9.4324102,Migrol
1341487957,47.2473126,8.6387565,Independent
1342602152,46.8889832,7.5228087,Tamoil
1350936246,47.4046286,8.7197006,Tamoil
1358046462,46.8198031,7.584987,Agrola
1360531820,47.0320213,7.0565167,Mini Prix
1361319683,47.3678087,8.564167,Shell
1361319687,47.367931,8.5644227,Shell
1363040120,47.3625248,8.5480473,Migrol
1363673570,47.1967709,8.6794377,Shell
1366349899,47.3624756,8.5681877,BP
1366703127,47.4065994,8.7241822,Agrola
1371793708,46.698223,7.737534,Ruedi Rüssel
1374825644,47.1927088,8.7186248,Independent
1384810775,47.1099523,8.4506807,Avia
1392528909,46.0888384,7.5091335,Combustia
1406942836,46.6340621,10.4574614,BP
1412124748,47.4604711,7.740861,Avia
1413185616,46.5170341,6.6072755,Shell
1419909556,46.8120696,7.1368574,Migrol
1420719145,46.8187512,7.3492421,Esso
1422954797,47.5300292,7.6409066,Ruedi Rüssel
1422954808,47.5268723,7.65582,Migrol
1422954837,47.5286883,7.6457906,Ruedi Rüssel
1423830742,46.9324304,7.1278439,BP
1424445722,46.9133495,9.7677562,Avia
1426129681,47.5250327,7.6839663,Coop
1426549996,46.7269115,8.9348872,Agip
1428094165,47.3502334,7.8911643,SOCAR
1428113830,47.3309439,7.8374242,Avia
